9999
2759	价位	5
792	价值	27
325	价格	43
1335	任命	7
2371	任天堂	10
2830	任志强	6
2061	份	5
1801	份额	6
103	企业	34
1450	伊拉克	19
922	伊朗	27
1639	众	6
1918	众将	7
1700	优先	6
1770	优势	11
11	优惠	43
2242	优秀	8
2312	优雅	7
975	会员	6
1258	会见	14
2483	会计	6
2328	会议	13
1541	会谈	6
999	传奇	17
1808	传媒	5
1590	传播	6
1591	传统	15
1488	传言	7
52	伤	32
1172	伤不起	5
31	伦敦	13
1795	伪造	5
1198	估值	10
918	位	12
1221	低	27
1067	低价	18
2804	低分	5
394	低开	11
1631	低调	11
1574	低迷	11
690	住	17
1719	住宅	13
1665	住房	7
1953	体检	5
2491	体现	6
1527	体系	9
142	体育	11
2414	体验	16
2581	何鸿	5
1605	余	13
1835	余万	6
2849	余人	5
2459	作	6
2561	作弊	5
904	作文	16
988	作文题	5
479	佳能	46
1454	使命	8
1021	使馆	6
2778	供应	5
814	依旧	9
2548	依然	11
2094	便宜	6
583	促销	25
104	俄	30
153	俄罗斯	42
2221	保利	14
421	保安	10
1038	保级	5
2577	保证金	5
1395	保送生	6
2266	保障	7
1647	信号	8
1255	信心	19
183	信息	23
2089	信条	10
1132	信用	6
232	信用卡	14
2892	信诚	5
1011	信贷	10
2355	俱乐部	7
270	倍	37
555	倒计时	7
1587	债券	15
2494	债务	12
1562	债基	16
2018	值得	6
1642	假	8
760	做好	7
530	做客	10
1814	健康	9
2827	偶像	5
480	像素	16
925	僵尸	7
1951	儿子	33
919	儿童	21
1473	元享	5
694	元起	9
267	兄弟	9
481	光变	12
271	光学	10
60	光环	8
321	免费	20
1915	入	8
2017	入主	5
2796	入住	5
697	入围	5
2609	入学	7
2301	入学考试	5
506	入室	5
1676	入市	15
2245	入选	8
1357	入门	9
676	入院	6
1315	全	17
565	全国	43
1514	全场	7
2334	全新	15
1484	全明星	5
671	全款	47
784	全球	42
1266	全线	14
2696	八大	5
832	八年	5
2341	公主	5
150	公交车	7
2973	公会	5
1039	公务员	20
2362	公募	8
485	公司	114
337	公告	17
2070	公园	6
2456	公安	6
1696	公安部	6
287	公寓	34
156	公布	111
326	公开	22
1851	公开赛	10
208	公斤	11
1413	公测	14
1883	公益	7
12	公社	5
2269	公积金	5
1190	公里	7
288	公馆	22
1925	六大	5
2133	六成	8
2783	共舞	6
2996	关	5
376	关口	7
435	关注	47
1019	关系	16
956	关键	24
184	关闭	9
663	内地	25
2408	内存	9
1672	内容	19
1303	内幕	10
2721	内测	13
1991	内线	6
2613	再创	7
714	再创新高	5
84	再度	18
1520	再现	14
1378	再起	5
1946	冒充	7
304	写	13
2313	写真	20
1531	军	14
1465	军团	6
538	军方	7
1430	农产品	16
195	冠军	26
2076	冲击	10
2135	冲刺	8
1716	冲突	11
1295	冲高	10
647	决赛	17
986	净	6
1232	净利	12
728	净利润	13
2765	准	5
13	准现房	12
1846	凌晨	6
2552	减产	5
2097	减仓	6
473	减少	10
1288	减持	13
715	凤凰	11
2993	凶手	5
1863	出任	6
2486	出口	7
552	出台	12
2092	出售	18
2855	出国	5
1211	出局	7
311	出席	27
810	出征	7
48	出战	8
1322	出炉	26
2253	出版	5
2422	出租车	7
2160	出色	5
1469	出逃	6
2703	击毙	5
1817	刀	6
322	分	37
1687	分享	14
2795	分化	5
746	分手	12
655	分数线	12
2241	分析	24
203	分析师	10
2432	分歧	7
952	分红	24
209	分钟	7
1699	刑拘	5
1529	列	7
962	列车	5
992	刘德华	14
1888	刘翔	8
2688	刚果	5
1008	创	35
2142	创业	10
2127	创业板	15
2478	创始人	5
2340	创意	10
276	创新	27
2746	初中	8
1329	初试	10
775	判决	6
2584	利	5
1245	利好	8
1022	利比亚	21
147	利润	12
2380	利物浦	7
1678	利用	8
1298	利益	5
32	别墅	85
558	到来	8
2213	制作	7
2592	制定	6
2817	制度	5
2065	制止	5
2716	制裁	5
1706	制造	9
524	券商	11
1968	刺	8
1239	刺客	13
754	刺激	12
2777	削减	6
908	前景	11
965	前瞻	10
2540	前途	8
2381	前锋	6
1710	剑	9
2052	剑网	5
2553	剧情	11
78	副	16
2708	副本	7
579	力	5
2435	力挺	9
241	力荐	5
1866	力量	5
2848	办	6
1041	办公室	7
1044	功夫	7
383	功能	14
2559	功臣	6
2495	加剧	10
1055	加大	9
2570	加州	6
2894	加息	9
295	加拿大	12
2934	加沙	7
1336	加盟	22
2964	加速	7
1904	动作	7
2099	动力	8
1994	动态	8
2681	动漫	6
1257	助	14
679	助力	8
2665	助攻	7
1886	助阵	16
2055	努力	10
2845	劫匪	5
2296	劫持	6
1403	勇士	8
2900	勋章	5
2481	勒死	5
2441	勒索	5
1171	募集	11
2587	勿	5
110	勿扰	6
2501	包	9
993	化身	7
2448	北京华	5
2431	北京城	6
531	北大	23
2229	北约	12
318	北美	8
1474	区	7
1090	区域	16
2137	医生	11
762	医院	24
2443	十一	10
1136	十大	29
1328	十年	11
1852	十月	10
613	十足	5
2974	千亿	5
306	千余	5
1068	千元	10
1183	升	16
2585	升值	6
1569	升温	6
1964	升级	30
1186	升至	8
1002	午后	11
133	午评	8
1554	半场	9
2171	半岛	11
387	半年	13
2233	半日	10
2571	华为	5
1025	华夏	18
1878	华安	6
1633	华尔街	6
2741	华府	9
2694	华润	8
1836	华硕	6
2547	华谊	6
2257	协会	7
1023	协助	6
117	协议	27
1524	单位	6
2210	单反	9
1445	卖	20
682	卖房	5
1820	南	7
2822	南京	10
2175	南方	9
2385	南部	8
2627	南非	5
2180	博士	5
617	博客	19
1134	博弈	8
1771	博时	5
2455	博览会	5
1158	占	9
1379	卡	12
2935	卡丁车	6
1661	卡片	18
2859	卡片机	6
1370	卫视	7
1774	印尼	11
469	印度	21
1470	危机	25
2649	危险	7
1045	卷	8
2095	厂商	6
931	历史	17
1003	压力	24
18	原因	20
1051	原油	15
824	原油期货	5
2579	原香	6
312	去世	11
1058	去年	25
1571	参与	17
307	参加	27
2208	参展	7
2802	参考答案	7
26	参观	5
2989	参赛	5
1576	双	13
621	双倍	6
2469	双双	5
2335	双核	8
2413	双重	5
2140	反	19
2218	反击	6
2922	反复	7
855	反对	11
2260	反对派	6
226	反弹	54
940	发	17
1673	发力	7
938	发售	21
2735	发射	6
277	发展	46
996	发布	50
2482	发布会	12
3001	发帖	5
625	发挥	7
1118	发改委	9
72	发现	32
498	发生	44
1972	发生爆炸	6
664	发行	38
2062	发表	10
2918	发起	5
441	取消	20
851	受	31
1105	受伤	21
1988	受审	9
1911	受益	10
342	受贿	5
969	变	34
2199	变化	11
1867	变形金刚	5
405	变性	5
1693	变更	10
2835	变焦	6
2261	叙利亚	7
2225	叠	6
2505	口袋	8
2711	口语	6
2110	古剑	6
2102	古力	5
1744	古巴	7
1433	另类	7
2925	叫停	5
1455	召唤	7
2154	可享	21
1194	可省	5
1207	台	20
2177	台北	5
544	台湾	40
2298	史上	10
2170	史玉柱	5
604	号线	6
600	司机	29
1780	吃饭	6
1381	各国	12
968	各方	5
85	合作	38
290	合同	14
1584	合并	7
2809	合生	10
1670	合约	9
2105	合资	5
2990	同学	7
187	同居	6
1382	同意	10
2941	同步	7
729	同比	14
641	同行	5
2368	名人	5
698	名单	25
2948	名博	6
2567	名字	7
1388	名师	27
428	名校	16
2956	名流	5
2679	名额	5
423	后卫	7
2066	后市	19
3002	向上	5
1225	否认	48
2543	听力	10
263	启动	34
1367	启幕	6
2239	吸引	7
2419	吸毒	7
2602	吹	5
755	呈现	8
2578	告别	14
628	员	5
501	员工	24
1707	周三	6
2067	周二	8
2165	周刊	5
200	周四	9
1657	周年	18
1507	周期	9
819	周末	14
545	周杰伦	11
1532	周边	13
635	呼吁	27
2828	和平	5
2416	咨询	7
1304	品牌	17
176	品种	13
1487	品质	11
2080	哈马斯	7
1176	售	34
1127	售享	11
905	售价	28
849	唱	18
1362	商业	14
2123	商业地产	7
2200	商务	9
1155	商品	54
648	喜	5
768	喝	5
1341	嘉实	5
2662	嘉宾	6
45	四六级	12
741	四大	22
1128	四季	6
805	四居	7
907	四川	15
1942	四级	7
883	回	6
374	回升	14
1466	回家	11
546	回应	32
994	回归	15
1503	回暖	12
2784	回来	5
1296	回落	14
1108	回调	9
1588	回购	5
2760	回避	5
2823	回顾	6
1069	回馈	6
1854	因素	12
2247	团	6
1351	团伙	16
1238	团购	13
642	团队	16
1799	困难	5
588	围攻	7
1606	围殴	6
502	围观	5
725	固安	8
1542	国	20
699	国乒	5
2283	国产	9
2753	国企	7
1074	国内	28
131	国务院	10
1831	国土	8
1498	国外	10
2449	国奥	12
889	国安	10
1825	国家	33
941	国庆	21
2309	国王	5
2358	国米	25
2702	国美	9
1909	国脚	5
2726	国足	8
71	国际	90
554	国际期货	6
252	图文	65
2258	图赏	6
1932	圆	5
2643	圈	6
67	土地	15
132	土耳其	11
1622	圣诞	11
166	在售	54
1935	在线	19
2937	在职	8
2692	地下	11
510	地产	45
2888	地产股	5
68	地价	7
771	地位	5
2568	地区	10
2472	地图	11
1230	地块	5
2496	地方	9
2332	地球	7
1999	地铁	11
27	地震	33
820	场	16
1779	坠入	6
2148	坠落	5
2886	坦承	5
1632	坦言	14
2834	垄断	5
973	型基金	8
869	城	34
442	城市	31
503	城管	11
2896	培养	8
2659	基	5
118	基地	16
2727	基民	9
2952	基金业	5
539	塔利班	12
2661	填志愿	5
1976	填报	13
352	增	21
2338	增加	11
2913	增发	5
1594	增强	8
2268	增持	13
1452	增速	5
388	增长	39
2987	墨西哥	5
2275	士兵	6
1914	声明	9
1892	处	8
562	处于	6
409	处罚	7
1853	备战	16
2749	备考	8
1705	复习	16
1349	复出	23
1072	复旦	7
563	复苏	14
1493	复试	5
939	夏季	5
1666	外交部	9
2589	外媒	7
876	外援	6
2474	外盘	5
2852	外籍	5
1383	外长	6
896	多人	5
1614	多伦多	5
1213	多名	14
2470	多头	7
185	多家	5
2854	多彩	7
1135	多空	7
2734	夜	6
2366	夜店	5
1144	大S	9
1293	大众软件	7
840	大会	11
2560	大作	7
1996	大使	7
1724	大兴	21
610	大唐	5
2876	大型	5
2352	大增	5
920	大奖	16
119	大学	45
476	大学生	31
63	大宅	5
1601	大宋	6
1156	大宗	23
1203	大幅	31
2551	大幕	5
2295	大成	5
1223	大战	17
2321	大户型	11
2410	大楼	5
1802	大涨	14
348	大盘	42
1805	大纲	7
1920	大规模	6
765	大话	5
1649	大豆	10
1434	大赛	13
825	大跌	15
612	大连	5
509	大选	7
1208	大陆	14
568	大面积	5
438	天下	10
2206	天价	8
556	天劫	19
159	天地	5
2068	天域	7
1240	天才	14
2980	天气	6
980	天津	15
1701	天王	10
1259	太平洋	5
2179	太空	6
2397	太阳	6
281	夫妇	15
2673	夫妻	16
2549	央行	12
2480	央视	12
1226	失主	7
2750	失利	6
377	失守	5
2945	失败	6
1610	失踪	23
2650	夺	6
932	夺冠	21
1992	奇才	10
2111	奇谭	6
1510	奇迹	7
1372	奖	8
2185	奖励	7
2730	奖金	6
1645	套	17
2630	套房	5
439	套机	9
906	套装	13
33	奥运	15
1274	女	50
892	女儿	24
2157	女儿国	6
29	女友	25
2611	女婴	7
1	女子	77
884	女孩	31
1123	女性	7
877	女排	5
587	女星	14
292	女生	29
53	女童	10
116	女郎	5
1264	好友	9
157	如龙	5
2601	妇女	12
111	妈妈	9
2676	妩媚	5
141	妻子	45
2985	姐妹	5
2457	姐姐	6
1864	委员会	5
1419	姚明	23
1036	威力	6
1740	威胁	12
436	娱乐	16
143	娱乐圈	11
1877	婚后	6
933	婚礼	21
2761	婚纱	6
1114	婴儿	9
923	媒体	47
1373	嫌犯	18
2522	子女	6
446	子弹	6
838	孔雀	13
2345	孕妇	6
1205	字	5
977	孙子	6
1582	孙悦	5
618	孙楠	5
2904	孙红雷	5
1397	孟加拉国	6
1414	季	9
2764	学	7
2019	学习	10
1982	学子	5
196	学校	24
23	学生	64
1695	学费	9
2	学院	18
750	孩子	15
2493	宅	5
1813	安徽	5
1015	安排	13
2932	安理会	6
1275	完	9
257	完美	25
2517	宏	5
2597	官司	7
1180	官员	24
452	官方	24
2604	官网	9
2391	定位	5
1775	定居点	5
788	宝贝	7
1412	实力	10
835	实录	13
1324	实德	5
970	实战	5
586	实施	9
1173	宠物	7
2359	客场	10
2670	客户	11
339	宣传	27
592	宣传片	5
486	家	23
801	家中	7
1227	家人	12
2660	家属	5
182	家庭	16
2265	家族	6
134	家电	5
751	家长	19
2353	宽松	6
692	密云	13
1313	富力	12
2542	富国	5
2077	富士	10
301	富豪	13
1869	寸	20
1989	对冲	5
1812	对手	14
2938	对抗	5
1902	对话	21
1228	寻	5
1481	寻找	16
614	导演	17
2173	导致	12
93	导购	9
589	封	6
2086	封基	8
2739	封测	5
1965	封神	9
2997	封面	7
2881	将成	5
2871	将播	5
646	小伙	14
1077	小区	5
385	小姐	7
2821	小学	9
860	小学生	7
1360	小将	9
2271	小幅	12
2763	小心	5
1425	小户型	35
1222	小时	26
2555	小牛	5
2319	小盘	5
1314	小镇	18
2693	少	10
191	少女	15
833	少年	22
2920	尚未	6
909	就业	12
489	尴尬	16
1561	尸体	7
440	尼康	28
1282	尼泊尔	5
1218	尽显	5
2931	尾声	5
2554	尾房	5
1269	尾盘	11
2982	局长	7
14	居	132
693	居在售	37
1129	居新	7
2149	居民	14
1140	居首	6
2078	屏	5
1752	展	14
1940	展台	5
1029	展开	10
1653	展现	8
447	展示	6
1215	属	7
1859	山	5
852	山东	25
396	山寨	12
2307	山西	14
1552	峰会	7
1078	巅峰	8
880	巡演	6
2162	工人	5
2668	工作室	11
823	工具	5
368	工厂	5
1833	工地	6
218	工资	9
2234	巨人	11
1333	巨头	18
1784	巨星	12
1441	差距	9
2607	已致	9
540	巴基斯坦	22
1095	巴萨	28
361	巴西	17
259	市	26
2525	市值	6
487	市场	129
2975	市场份额	5
1284	市民	12
1823	布局	11
19	希望	27
1644	希腊	9
1966	帝国	6
2606	带动	5
375	带来	6
2382	常见	6
2912	常规赛	5
2737	幕后	5
2146	干散货	6
2280	干预	5
902	平台	16
2118	平均	9
362	平板	10
160	平米	54
1479	平起	120
2042	年内	15
1797	年前	14
1930	年底	24
1974	年度	20
268	年末	5
1040	年薪	8
1320	年轻	9
619	幸福	19
212	幻想	15
511	广东	37
2026	广告	24
726	广场	6
340	广州	39
2689	广电	5
1147	广西	7
2460	广角	8
1923	庆	9
2489	庆祝	7
1093	库存	15
1364	应	23
954	应对	14
1212	度	8
1109	延续	15
1995	延长	8
1617	建	16
2285	建业	5
2797	建仓	5
1658	建国	5
658	建立	9
1860	建筑	14
1659	建筑师	5
1483	建行	8
1618	建议	20
99	建设	13
461	开发	15
1874	开发商	20
2021	开发者	5
1415	开启	31
250	开唱	10
1636	开国	7
591	开幕	8
584	开心	7
2963	开拍	7
1505	开放	25
2370	开机	6
64	开盘	106
1150	开考	9
73	开车	6
124	开通	13
2645	开门红	5
2928	开间	6
1704	开除	5
1512	异地	5
2999	式	5
504	引	23
151	引发	27
2036	引擎	6
1736	引爆	5
1091	引领	14
2387	弟弟	5
950	张曼玉	6
1342	张柏芝	10
2618	弱势	10
219	强	15
1241	强力	10
650	强劲	9
815	强势	21
730	强大	5
830	强奸	15
2320	归来	9
2163	当众	7
1890	当街	7
1905	当选	9
843	录取	52
455	形势	6
201	形式	5
412	形象	7
2646	影像	7
1020	影响	31
2723	影帝	6
864	征途	6
1061	征集	10
2192	待售	10
1725	待定	7
2236	律师	16
112	微	10
942	微博	29
1637	微软	25
20	德国	30
2255	德比	5
242	德甲	6
2193	心	5
2400	心态	10
229	心情	11
94	必备	6
1959	必看	7
1977	志愿	38
2276	忘	6
1302	忙	13
816	快讯	40
847	怀孕	13
1907	怀柔	8
2049	态度	6
2164	怒斥	6
638	性	5
2992	性价比	5
1399	性感	16
2923	怪物	5
2769	总	6
1393	总价	18
888	总决赛	8
500	总理	28
971	总监	9
313	总统	38
532	总裁	11
1829	恋情	10
329	恋爱	7
2471	恐	12
785	恐怖	6
372	恒指	25
1708	恒生指数	5
1420	恢复	15
2128	恶化	5
1557	悍将	8
1955	患	12
1684	患病	6
1679	患者	11
61	悬念	5
1818	情人	7
1838	情侣	9
1568	情况	9
1519	情绪	6
220	惊人	7
742	惊喜	9
865	惊现	10
2390	惠普	12
2023	想象	6
305	惹	13
2329	意义	5
2917	意在	5
293	意外	11
406	意大利	25
2360	意甲	7
1697	意见	5
2392	感动	8
1928	感受	7
2024	感情	11
2439	感染	5
626	感谢	8
1986	愿	7
921	慈善	13
1513	戏	13
571	成	100
177	成交	20
1807	成交量	7
2625	成人高考	5
1868	成功	35
2132	成员	9
2056	成就	5
2418	成本	11
2429	成熟	8
454	成立	25
125	成绩	36
1148	成考	7
1463	成都	13
1026	成长	11
1906	成龙	10
278	我国	21
1730	或成	9
21	战	20
1821	战争	12
1079	战场	7
731	战术	7
2743	战略	11
2028	战队	6
2075	截图	5
2037	截止	7
139	戴	12
1356	戴尔	7
1800	户	6
1934	户型	8
34	房	20
1713	房产	15
443	房价	32
2014	房地产	27
1734	房屋	6
167	房山	39
168	房源	28
2957	房贷	7
1496	手术	8
42	手机	68
2437	手机游戏	8
2895	手段	5
1103	手游	19
2628	扎堆	6
659	打击	17
2875	打响	5
1757	打工	8
1598	打开	5
2868	打折	6
2375	打死	8
2115	打球	6
1283	打破	10
572	打造	29
2738	扔	7
1688	托福	10
1715	执政	7
629	执法	6
636	执行	6
1014	扩张	7
910	扩招	8
1910	扮	8
2608	批	10
1723	批准	12
2825	批次	7
1954	批评	5
541	承认	24
1766	承诺	11
1389	技巧	7
74	技术	25
2262	抄底	6
1167	抓	8
1214	抓获	8
1599	投	17
656	投档	7
349	投资	90
1256	投资者	16
1200	抗议	9
15	折	132
2697	折后	5
3000	抛售	6
943	抢	25
2178	抢先	7
601	抢劫	23
1233	报	24
519	报价	18
46	报名	44
214	报告	25
953	报复	6
1151	报考	14
2297	报警	6
416	报道	10
1456	披	5
243	披露	10
2704	抱	9
2958	抵	5
1551	抵达	10
2857	押宝	5
594	担任	7
397	担心	10
2943	担忧	6
858	拆迁	6
1781	拉	7
188	拍	42
790	拍戏	7
1325	拍摄	16
1580	拍照	7
2232	拒	9
732	拒绝	19
2707	拖累	10
2488	拖行	5
1858	拘	10
3	招	13
2988	招办	5
1462	招收	5
429	招生	68
1235	招生简章	19
2619	招聘	7
2492	拜仁	7
456	拟	47
957	拥有	5
1634	拯救	9
2226	拼	9
1098	持	6
602	持刀	20
1798	持平	5
245	持有	9
1741	持枪	6
444	持续	28
2968	持股	5
327	挂牌	10
398	指	51
866	指南	6
299	指导	22
1152	指控	8
665	指数	35
1973	指标	7
1009	指跌	5
2272	挑战	25
1426	振荡	5
54	捅	9
2299	捐	6
274	捐款	12
1638	损失	8
763	捡	10
2476	换	7
580	捧	5
739	捧场	6
2188	捷克	5
1981	掀	7
837	排名	9
1960	排行榜	10
2671	排队	8
680	掘金	8
989	探秘	8
2816	探索	5
1437	探访	6
1497	接受	20
2699	接班人	6
1783	接触	6
2083	接近	5
1791	控制	10
651	控股	12
381	推	111
86	推出	66
279	推动	11
548	推新	13
799	推荐	43
734	推进	6
457	推迟	8
2354	措施	12
747	提	6
2691	提交	8
154	提供	23
1668	提出	11
491	提前	28
1720	提升	10
1117	提名	5
736	提示	16
2944	提速	5
1440	提醒	15
365	提高	17
1337	揭幕	5
1502	揭开	6
1411	揭晓	19
302	揭秘	33
1267	援助	6
1674	搜索	9
1326	搞	8
885	携	19
859	携手	14
448	摄影	7
1885	摄影师	7
1310	摆脱	6
2814	摩根	7
2190	撞	11
2831	撞伤	5
2535	撤离	7
515	撤销	7
300	操作	10
2663	攀升	5
1788	支付	11
1789	支付宝	8
1272	支招	6
1387	支持	24
2485	支撑	16
1871	支柱	5
2286	收	7
2342	收储	7
470	收入	22
2538	收到	6
2772	收复	6
1595	收益	23
163	收盘	11
1539	收视	6
1458	收评	9
264	收购	47
233	收费	12
2411	改变	10
2087	改善	7
702	改版	7
2388	改革	21
2970	攻击	6
935	攻略	18
2001	放	7
2072	放弃	16
1181	政府	41
1731	政治	13
1396	政策	32
158	故事	17
1261	效应	8
260	救	14
2666	教	8
1408	教师	15
495	教授	7
1913	教练	9
772	教练组	5
308	教育	29
399	教育部	12
1376	数万	6
2732	数字	6
1086	数学	15
761	数据	27
2890	数码相机	6
1178	敲诈	7
1943	整体	6
1675	整合	5
2209	整容	5
817	整理	9
1856	文化	8
1030	文明	10
2227	文科	9
1876	文章	6
389	料	9
1778	斥资	6
2384	斯	6
2041	新专辑	11
130	新人	10
204	新低	10
2223	新作	13
1032	新剑网	6
1276	新剧	7
2248	新区	7
2942	新华	5
2216	新品	16
2047	新城	10
1146	新增	19
2454	新娘	9
1548	新宠	7
2654	新年	10
1508	新政	7
1435	新星	5
2053	新服	8
2867	新机	10
2593	新欢	5
839	新浪	39
2562	新片	8
1628	新版	11
1938	新生	13
1749	新疆	12
727	新盘	17
1404	新秀	8
1141	新股	5
1071	新郎	5
2254	新闻	7
1626	新高	30
1533	方向	11
960	方式	10
261	方案	13
2409	方正	9
2971	旅游	5
1694	旗下	12
1929	旗舰	7
2106	无人	5
2623	无力	6
2224	无双	7
597	无奈	8
2161	无敌	7
282	无线	9
2293	无缘	12
1280	无限	9
720	日本	96
1879	日本首相	6
1004	日线	5
1764	日记	5
1195	日起	22
1043	早盘	18
2064	早籼稻	6
1137	时代	18
144	时尚	33
1416	时空	7
1000	时间	38
672	昌平	27
366	明年	35
1921	明日	9
275	明星	33
622	明珠	8
1826	易	5
990	易建联	7
1242	昔日	13
2667	星辰	6
872	春晚	12
2724	春节	6
2527	昨日	9
424	显	12
1318	显现	6
458	显示	16
2294	晋级	10
2781	晒	5
1371	晚会	7
2007	普涨	8
2082	智能	12
1803	智能手机	8
2235	暂	5
1669	暂停	9
2853	暑期	6
2344	暴力	7
2680	暴涨	6
2010	暴跌	8
1969	暴雪	9
230	曝	72
493	曝光	75
283	更新	16
2864	更衣室	5
221	曼城	12
222	曼联	36
2883	替补	6
1394	最低	19
357	最佳	30
2186	最强	7
2348	最快	6
272	最新	40
535	最终幻想	7
2762	最美	5
1012	月份	13
1350	月初	7
65	月底	28
1806	有意	8
49	有望	42
1504	有色	5
1268	有色金属	7
2838	有限	8
323	服务	23
582	朝阳	32
1970	朝鲜	34
280	期	37
2369	期市	15
1933	期待	23
227	期指	19
178	期货	96
569	期货市场	10
1154	期间	11
639	未	46
735	未来	30
373	本周	10
2324	本月	5
4	本科	16
2798	朱丽倩	5
1897	朱骏	6
2672	机	10
1380	机会	23
2040	机制	6
2532	机型	5
1443	机构	27
482	机遇	7
2631	杀	10
2675	杀人	5
2786	杀害	7
574	杀死	13
2273	杂志	7
1916	权威	9
2573	权重股	5
2850	杆	5
2289	李	6
1680	材料	6
1124	村	11
2428	村民	22
1563	杠杆	7
853	条件	7
2794	来临	5
1872	来华	6
944	杭州	15
769	杯	8
1654	松下	18
1530	板块	24
2969	板楼	11
